rater_id,pair_id,dataset,query_ref,sampling_stratum,score_band_blinded,query_active_channels,query_high_risk_channels,query_stage_profile,set_a_analog1_ref,set_a_analog1_active_channels,set_a_analog1_high_risk_channels,set_a_analog1_stage_profile,set_a_analog1_historical_outcome,set_a_analog1_time_to_escalation_min,set_a_analog2_ref,set_a_analog2_active_channels,set_a_analog2_high_risk_channels,set_a_analog2_stage_profile,set_a_analog2_historical_outcome,set_a_analog2_time_to_escalation_min,set_a_analog3_ref,set_a_analog3_active_channels,set_a_analog3_high_risk_channels,set_a_analog3_stage_profile,set_a_analog3_historical_outcome,set_a_analog3_time_to_escalation_min,set_a_analog4_ref,set_a_analog4_active_channels,set_a_analog4_high_risk_channels,set_a_analog4_stage_profile,set_a_analog4_historical_outcome,set_a_analog4_time_to_escalation_min,set_a_analog5_ref,set_a_analog5_active_channels,set_a_analog5_high_risk_channels,set_a_analog5_stage_profile,set_a_analog5_historical_outcome,set_a_analog5_time_to_escalation_min,set_a_relevance_1_5,set_a_supportiveness_1_5,set_a_actionability_1_5,set_a_explanation_quality_1_5,set_a_misleading_safety_1_5,set_b_analog1_ref,set_b_analog1_active_channels,set_b_analog1_high_risk_channels,set_b_analog1_stage_profile,set_b_analog1_historical_outcome,set_b_analog1_time_to_escalation_min,set_b_analog2_ref,set_b_analog2_active_channels,set_b_analog2_high_risk_channels,set_b_analog2_stage_profile,set_b_analog2_historical_outcome,set_b_analog2_time_to_escalation_min,set_b_analog3_ref,set_b_analog3_active_channels,set_b_analog3_high_risk_channels,set_b_analog3_stage_profile,set_b_analog3_historical_outcome,set_b_analog3_time_to_escalation_min,set_b_analog4_ref,set_b_analog4_active_channels,set_b_analog4_high_risk_channels,set_b_analog4_stage_profile,set_b_analog4_historical_outcome,set_b_analog4_time_to_escalation_min,set_b_analog5_ref,set_b_analog5_active_channels,set_b_analog5_high_risk_channels,set_b_analog5_stage_profile,set_b_analog5_historical_outcome,set_b_analog5_time_to_escalation_min,set_b_relevance_1_5,set_b_supportiveness_1_5,set_b_actionability_1_5,set_b_explanation_quality_1_5,set_b_misleading_safety_1_5,preferred_set,preference_confidence_1_5,free_text_rationale
rater_01,pair_656a5066bb6c,AIT-ADS chronology,q_b45325305605,low_score_negative,low_quartile,auth_abuse;persistence;cred_access,persistence;cred_access,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_26e0838cc454,auth_abuse;persistence;cred_access;lateral_move,persistence;cred_access;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_0a1dbb9836f0,auth_abuse;persistence;cred_access;lateral_move,persistence;cred_access;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_888fcb0cfa0e,execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_6c79c4fc9b61,auth_abuse;persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_41856de96843,auth_abuse;persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_26e0838cc454,auth_abuse;persistence;cred_access,persistence;cred_access,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_c9187082cd5d,persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_c02b33b7b2e1,auth_abuse;persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_77d2db11dd13,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_46616b6c254e,persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_17d51f92dd5b,AIT-ADS chronology,q_7f86f70f8ab8,positive_or_high_score_tp,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,a_26e0838cc454,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,15.0,a_4877b93e5be0,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,20.0,a_49edaaa0de2b,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_77d2db11dd13,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,20.0,a_658e0aab2564,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,15.0,,,,,,a_a567deab8a40,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_c9187082cd5d,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,10.0,a_49edaaa0de2b,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,20.0,a_77d2db11dd13,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,15.0,a_46616b6c254e,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,15.0,,,,,,,,
rater_01,pair_5d474318e93d,ATLASv2 held-out-family,q_7df6e23098fa,middle_score_ambiguous,middle,auth_abuse;execution,execution,not_provided,a_3080978b34cf,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_096bd639efa6,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_e506fa2ae244,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_5ff809f2963a,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_17dfbd767041,execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_3080978b34cf,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_096bd639efa6,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_449d78162bc3,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_5ff809f2963a,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_17dfbd767041,execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_c85086d13ee4,ATLASv2 held-out-family,q_3cf393418dc3,low_score_negative,low_quartile,recon;execution,execution,not_provided,a_87f63a327c21,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_096bd639efa6,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_c7f67a8f67c3,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_5ff809f2963a,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_17dfbd767041,execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_87f63a327c21,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_f2cbfab81d7a,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_e506fa2ae244,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_e5787cc89a5f,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,not_escalated_within_30m,not_applicable,a_4d0ce74896b2,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_f2c9995b7935,ATLASv2 held-out-family,q_0e6ef056b7a3,inactive_stratified_fill,top_decile,none,none,not_provided,a_ffb6f2264581,none,none,not_provided,not_escalated_within_30m,not_applicable,a_c03a5de2d14a,none,none,not_provided,not_escalated_within_30m,not_applicable,a_d287a27a5b6e,none,none,not_provided,not_escalated_within_30m,not_applicable,a_933a2fd65741,none,none,not_provided,not_escalated_within_30m,not_applicable,a_ba1c65c5da32,none,none,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_ffb6f2264581,none,none,not_provided,not_escalated_within_30m,not_applicable,a_c03a5de2d14a,none,none,not_provided,not_escalated_within_30m,not_applicable,a_d287a27a5b6e,none,none,not_provided,not_escalated_within_30m,not_applicable,a_933a2fd65741,none,none,not_provided,not_escalated_within_30m,not_applicable,a_ba1c65c5da32,none,none,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_4579d3e96b34,AIT-ADS chronology,q_8af5d10a5382,middle_score_ambiguous,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_c835e427b26b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_181030cc8074,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_2b55edae91b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4e656cba3710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_f6005d833bd5,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_b01eafd07863,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4877b93e5be0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_3f475f7fdeb9,auth_abuse;execution;lateral_move,execution;lateral_move,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_54f23907fc37,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_cbc67a80efd5,AIT-ADS chronology,q_7f86f70f8ab8,high_score_negative,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,a_e1ede32399ad,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_0a1dbb9836f0,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,10.0,a_3f475f7fdeb9,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,escalated_within_30m,30.0,a_658e0aab2564,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,5.0,,,,,,a_b01eafd07863,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_ed05afd10eec,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_888fcb0cfa0e,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,escalated_within_30m,30.0,a_03f57858a9f6,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_f6005d833bd5,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_ac1ad74b46cf,AIT-ADS chronology,q_8af5d10a5382,middle_score_ambiguous,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_b01eafd07863,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_ed05afd10eec,auth_abuse;execution;priv_esc;lateral_move,execution;priv_esc;lateral_move,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_888fcb0cfa0e,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_3f475f7fdeb9,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_54f23907fc37,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_b01eafd07863,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_ed05afd10eec,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_888fcb0cfa0e,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_77d2db11dd13,auth_abuse;execution;priv_esc,execution;priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_54f23907fc37,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_d5aeff18d37b,AIT-ADS chronology,q_7f86f70f8ab8,high_score_negative,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,a_a567deab8a40,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_181030cc8074,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_77d2db11dd13,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_658e0aab2564,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,,,,,,a_a567deab8a40,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_181030cc8074,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_77d2db11dd13,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,a_658e0aab2564,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,25.0,,,,,,,,
rater_01,pair_e7d944553d94,AIT-ADS chronology,q_8af5d10a5382,middle_score_ambiguous,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_c835e427b26b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_181030cc8074,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_2b55edae91b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4e656cba3710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_f6005d833bd5,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_b01eafd07863,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_ed05afd10eec,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_4e656cba3710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_658e0aab2564,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_918b9145debd,AIT-ADS chronology,q_b45325305605,low_score_negative,low_quartile,auth_abuse;persistence;cred_access,persistence;cred_access,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_a567deab8a40,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_4877b93e5be0,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_6c79c4fc9b61,persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_658e0aab2564,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_26e0838cc454,auth_abuse;persistence;cred_access,persistence;cred_access,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_3875b78fc43b,auth_abuse;persistence;cred_access,persistence;cred_access,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_f5bef9525de5,auth_abuse;persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_97ab3cf66f8e,priv_esc;lateral_move,priv_esc;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_46616b6c254e,auth_abuse;execution;persistence;priv_esc;cred_access;lateral_move;c2,execution;persistence;priv_esc;cred_access;lateral_move;c2,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_b2559ed38310,ATLASv2 held-out-family,q_8b36c7183cf9,high_score_negative,top_decile,recon;execution,execution,not_provided,a_56433f0d3059,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_217a3355a0b5,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_aea649cfbec8,recon;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,a_1f192904515a,recon;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,a_57c113e7b142,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_56433f0d3059,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_217a3355a0b5,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_aea649cfbec8,recon;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,a_1f192904515a,recon;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,a_57c113e7b142,recon;auth_abuse;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_e9b4dea24463,AIT-ADS chronology,q_b45325305605,low_score_negative,low_quartile,auth_abuse;persistence;cred_access;lateral_move;c2,persistence;cred_access;lateral_move;c2,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_16dc55908a26,auth_abuse;persistence;cred_access,persistence;cred_access,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_ed05afd10eec,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_3f475f7fdeb9,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_658e0aab2564,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_26e0838cc454,auth_abuse;persistence;cred_access;lateral_move,persistence;cred_access;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4279ca5e1a90,auth_abuse;persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_888fcb0cfa0e,execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_6c79c4fc9b61,auth_abuse;persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_41856de96843,auth_abuse;persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_0486f4836d2d,AIT-ADS chronology,q_7f86f70f8ab8,positive_or_high_score_tp,top_decile,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,a_a567deab8a40,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,20.0,a_4877b93e5be0,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,15.0,a_49edaaa0de2b,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,20.0,a_77d2db11dd13,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,15.0,a_658e0aab2564,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,20.0,,,,,,a_16dc55908a26,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,escalated_within_30m,5.0,a_4279ca5e1a90,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,escalated_within_30m,10.0,a_f5bef9525de5,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,escalated_within_30m,15.0,a_6c79c4fc9b61,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,escalated_within_30m,30.0,a_41856de96843,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,,,,,,,,
rater_01,pair_4126f95b4b3e,ATLASv2 held-out-family,q_40d8a737e98b,middle_score_ambiguous,low_quartile,recon;execution,execution,not_provided,a_fb0cd9841b5d,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_f2cbfab81d7a,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_012b9261bd71,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_5ff809f2963a,none,none,not_provided,not_escalated_within_30m,not_applicable,a_c6bd8db95164,none,none,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_fb0cd9841b5d,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_f2cbfab81d7a,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_012b9261bd71,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_828f30105203,execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_1633ad409600,execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
